latitude,longitude,value
33.333322800000005,-101.3333604,-0.039
31.916656700000004,-91.9166975,0.505
32.0833233,-93.5833635,0.36
34.583322300000006,-100.8333606,0.352
34.1666558,-91.1666978,-0.018
34.3333224,-96.0833625,-0.017
34.583322300000006,-86.0833665,-0.016
36.6666548,-88.166699,-0.015
34.749988900000005,-92.1666974,0.347
35.9166551,-99.833361,0.287
36.499988200000004,-98.91669470000001,0.266
36.583321500000004,-99.000028,0.257
36.6666548,-99.0833613,0.243
36.8333214,-88.2500323,-0.014
40.916653100000005,-106.00002520000001,0.23
36.999988,-89.5000318,-0.013
39.333320400000005,-91.0000312,-0.012
47.7499837,-113.0833557,-0.011
41.083319700000004,-100.666694,0.216
44.6666516,-103.5833595,0.204
44.6666516,-103.6666928,0.183
44.6666516,-103.8333594,0.146
45.583317900000004,-90.2500315,0.118
47.9166503,-107.8333578,0.052
48.499983400000005,-113.4166889,-0.01
47.9166503,-107.91669110000001,0.043
48.9166499,-110.0833569,0.04
48.666650000000004,-113.4166889,-0.009
48.8333166,-113.3333556,-0.004
49.5833163,-110.00002359999999,-0.003
48.9999832,-110.2500235,0.015
49.4166497,-109.50002380000001,0.011
49.66664960000001,-109.2500239,-0.001
49.66664960000001,-110.2500235,-0.002
49.66664960000001,-109.4166905,-0.002
49.66664960000001,-109.3333572,-0.002
49.66664960000001,-109.16669060000001,-0.002
49.66664960000001,-109.0833573,-0.002
49.66664960000001,-109.000024,-0.002
49.66664960000001,-108.9166907,-0.002
49.66664960000001,-108.83335740000001,-0.002
49.5833163,-110.41669010000001,-0.002
49.5833163,-110.3333568,-0.002
49.5833163,-110.2500235,-0.002
49.5833163,-110.1666902,-0.002
49.5833163,-110.0833569,-0.002
49.5833163,-109.9166903,-0.002
49.5833163,-109.833357,-0.002
49.5833163,-109.7500237,-0.001
49.5833163,-109.6666904,-0.001
49.5833163,-109.5833571,-0.002
49.5833163,-109.50002380000001,-0.002
49.5833163,-109.4166905,-0.001
49.5833163,-109.3333572,-0.001
49.5833163,-109.2500239,-0.001
49.5833163,-109.16669060000001,-0.001
49.5833163,-109.0833573,-0.001
49.5833163,-109.000024,-0.001
49.5833163,-108.9166907,-0.001
49.5833163,-108.83335740000001,-0.001
49.499983,-110.5000234,-0.001
49.499983,-110.41669010000001,-0.001
49.499983,-110.3333568,-0.001
49.499983,-110.2500235,-0.001
49.499983,-110.1666902,-0.001
49.499983,-110.0833569,-0.001
49.499983,-110.00002359999999,-0.001
49.499983,-109.9166903,-0.001
49.499983,-109.833357,-0.001
49.499983,-109.7500237,-0.001
49.499983,-109.6666904,-0.001
49.499983,-109.5833571,-0.001
49.499983,-109.50002380000001,-0.001
49.499983,-109.4166905,-0.001
49.499983,-109.3333572,-0.001
49.499983,-109.2500239,-0.001
49.499983,-109.16669060000001,-0.001
49.499983,-109.0833573,-0.001
49.499983,-109.000024,-0.001
49.499983,-108.9166907,-0.001
49.499983,-108.83335740000001,-0.001
49.499983,-108.75002409999999,-0.001
49.499983,-108.6666908,-0.001
49.499983,-108.5833575,-0.001
49.499983,-108.5000242,-0.001
49.499983,-108.41669089999999,-0.001
49.499983,-108.3333576,-0.001
49.499983,-108.2500243,-0.001
49.499983,-108.166691,-0.001
49.499983,-108.0833577,-0.001
49.499983,-108.0000244,-0.001
49.499983,-107.91669110000001,-0.001
49.499983,-107.8333578,-0.001
49.499983,-107.7500245,-0.001
49.499983,-107.6666912,-0.001
49.4166497,-110.5000234,-0.001
49.4166497,-110.41669010000001,-0.001
49.4166497,-110.3333568,-0.001
49.4166497,-110.2500235,-0.001
49.4166497,-110.1666902,-0.001
49.4166497,-110.0833569,-0.001
49.4166497,-110.00002359999999,-0.001
49.4166497,-109.9166903,-0.001
49.4166497,-109.833357,-0.001
49.4166497,-109.7500237,-0.001
49.4166497,-109.6666904,-0.001
49.4166497,-109.5833571,-0.001
49.4166497,-109.4166905,-0.001
49.4166497,-109.3333572,-0.001
49.4166497,-109.2500239,-0.001
49.4166497,-109.16669060000001,-0.001
49.4166497,-109.0833573,-0.001
49.4166497,-109.000024,-0.001
49.4166497,-108.9166907,-0.001
49.4166497,-108.83335740000001,-0.001
49.4166497,-108.75002409999999,-0.001
49.4166497,-108.6666908,-0.001
49.4166497,-108.5833575,-0.001
49.4166497,-108.5000242,-0.001
49.4166497,-108.41669089999999,-0.001
49.4166497,-108.3333576,-0.001
49.4166497,-108.2500243,-0.001
49.4166497,-108.166691,-0.001
49.4166497,-108.0833577,-0.001
49.4166497,-108.0000244,-0.001
49.4166497,-107.91669110000001,-0.001
49.4166497,-107.8333578,-0.001
49.4166497,-107.7500245,-0.001
49.4166497,-107.6666912,-0.001
49.4166497,-107.58335790000001,-0.001
49.3333164,-110.5000234,-0.001
49.3333164,-110.41669010000001,-0.001
49.3333164,-110.3333568,-0.001
49.3333164,-110.2500235,-0.001
49.3333164,-110.1666902,-0.001
49.3333164,-110.0833569,0.0
49.3333164,-110.00002359999999,-0.001
49.3333164,-109.9166903,-0.001
49.3333164,-109.833357,-0.001
49.3333164,-109.7500237,-0.001
49.3333164,-109.6666904,-0.001
49.3333164,-109.5833571,-0.001
49.3333164,-109.50002380000001,-0.001
49.3333164,-109.4166905,-0.001
49.3333164,-109.3333572,-0.001
49.3333164,-109.2500239,-0.001
49.3333164,-109.16669060000001,-0.001
49.3333164,-109.0833573,-0.001
49.3333164,-109.000024,-0.001
49.3333164,-108.9166907,-0.001
49.3333164,-108.83335740000001,-0.001
49.3333164,-108.75002409999999,-0.001
49.3333164,-108.6666908,-0.001
49.3333164,-108.5833575,-0.001
49.3333164,-108.5000242,-0.001
49.3333164,-108.41669089999999,-0.001
49.3333164,-108.3333576,-0.001
49.3333164,-108.2500243,-0.001
49.3333164,-108.166691,-0.001
49.3333164,-108.0833577,-0.001
49.3333164,-108.0000244,-0.001
49.3333164,-107.91669110000001,-0.001
49.3333164,-107.8333578,-0.001
49.3333164,-107.7500245,-0.001
49.3333164,-107.6666912,-0.001
49.3333164,-107.58335790000001,-0.001
49.3333164,-107.5000246,-0.001
49.3333164,-107.4166913,-0.001
49.3333164,-107.333358,-0.001
49.3333164,-106.1666918,-0.001
49.3333164,-106.0833585,-0.001
49.3333164,-106.00002520000001,-0.001
49.3333164,-105.9166919,-0.001
49.3333164,-105.8333586,-0.001
49.3333164,-105.7500253,-0.001
49.3333164,-105.08335890000001,-0.001
49.3333164,-105.0000256,0.0
49.3333164,-104.9166923,0.0
49.3333164,-104.833359,-0.001
49.3333164,-104.7500257,-0.001
49.3333164,-104.6666924,-0.001
49.2499831,-110.5833567,-0.001
49.2499831,-110.5000234,-0.001
49.2499831,-110.41669010000001,-0.001
49.2499831,-110.3333568,-0.001
49.2499831,-110.2500235,-0.001
49.2499831,-110.1666902,-0.001
49.2499831,-110.0833569,-0.001
49.2499831,-110.00002359999999,-0.001
49.2499831,-109.9166903,-0.001
49.2499831,-109.833357,0.001
49.2499831,-109.7500237,-0.001
49.2499831,-109.6666904,-0.001
